maximum recursion value is too low
11806.7 1410.8 50723.5 830403 200500 2
11805.9 1410.4 50723.5 830403 200600 2
11805.9 1410.4 50723.5 830403 200700 2
11805.8 1410.7 50723.5 830403 200800 2
11805.8 1411.0 50723.5 830403 200900 2
11806.6 1411.7 50722.6 830403 201000 2
11807.5 1411.5 50722.6 830403 201100 2
11807.5 1411.2 50722.6 830403 201200 2
11808.4 1411.0 50722.6 830403 201300 2
11807.6 1410.6 50722.6 830403 201400 2
11808.5 1410.4 50722.6 830403 201500 2
11809.4 1410.2 50722.6 830403 201600 2
11809.5 1409.6 50722.6 830403 201700 2
11809.5 1409.0 50722.6 830403 201800 2
11809.6 1408.7 50722.6 830403 201900 2
11809.6 1408.4 50722.6 830403 202000 2
11809.6 1408.1 50722.6 830403 202100 2
11810.5 1407.9 50722.6 830403 202200 2
11810.6 1407.6 50722.6 830403 202300 2
11810.6 1407.0 50721.6 830403 202400 2
11810.7 1406.7 50720.6 830403 202500 2
11809.8 1406.6 50719.6 830403 202600 2
11809.8 1406.6 50719.6 830403 202700 2
11809.8 1406.6 50718.6 830403 202800 2
11809.9 1406.3 50718.6 830403 202900 2
11809.9 1405.7 50717.7 830403 203000 2
11809.1 1405.3 50716.7 830403 203100 2
11809.2 1404.6 50716.7 830403 203200 2
11808.4 1403.9 50715.7 830403 203300 2
11808.4 1403.6 50715.7 830403 203400 2
11807.6 1403.2 50714.7 830403 203500 2
11807.6 1403.2 50714.7 830403 203600 2
11809.3 1403.7 50713.7 830403 203700 2
11809.3 1403.7 50713.7 830403 203800 2
11810.2 1403.5 50713.7 830403 203900 2
11810.2 1403.2 50713.7 830403 204000 2
11809.4 1402.8 50713.7 830403 204100 2
11809.4 1402.8 50713.7 830403 204200 2
11808.5 1403.0 50713.7 830403 204300 2
11808.4 1403.3 50713.7 830403 204400 2
11807.5 1403.8 50713.7 830403 204500 2
11806.6 1404.0 50713.7 830403 204600 2
11805.7 1404.2 50713.7 830403 204700 2
11804.8 1404.4 50713.7 830403 204800 2
11803.9 1404.6 50713.7 830403 204900 2
11803.0 1404.5 50713.7 830403 205000 2
11803.0 1404.5 50713.7 830403 205100 2
11802.2 1404.4 50713.7 830403 205200 2
11802.1 1404.7 50713.7 830403 205300 2
11802.1 1404.7 50712.8 830403 205400 2
11802.1 1404.7 50712.8 830403 205500 2
11802.2 1404.4 50712.8 830403 205600 2
11801.4 1404.0 50712.8 830403 205700 2
11802.2 1404.1 50712.8 830403 205800 2
11806.5 1404.6 50712.8 830403 205900 2
11810.9 1404.9 50707.9 830403 210000 2
11810.6 1407.6 50705.9 830403 210100 2
11801.0 1407.3 50701.0 830403 210200 2
11840.3 1415.1 50699.0 830403 210300 2
11858.3 1418.8 50706.9 830403 210400 2
11857.2 1427.6 50708.8 830403 210500 2
11860.6 1421.5 50702.0 830403 210600 2
11854.1 1424.5 50693.2 830403 210700 2
11845.6 1429.6 50685.3 830403 210800 2
11838.3 1424.4 50676.5 830403 210900 2
11829.9 1414.5 50665.7 830403 211000 2
11823.6 1416.2 50654.9 830403 211100 2
11816.1 1419.6 50648.1 830403 211200 2
11813.7 1417.8 50642.2 830403 211300 2
11814.1 1422.1 50636.3 830403 211400 2
11807.8 1423.5 50631.4 830403 211500 2
11807.2 1421.3 50626.5 830403 211600 2
11806.0 1423.6 50621.6 830403 211700 2
11803.6 1421.8 50622.6 830403 211800 2
11805.0 1424.7 50626.5 830403 211900 2
11810.6 1429.3 50629.5 830403 212000 2
11808.0 1428.7 50633.4 830403 212100 2
11811.0 1425.7 50638.3 830403 212200 2
11816.6 1430.1 50642.2 830403 212300 2
11812.5 1427.7 50646.1 830403 212400 2
11807.7 1431.5 50640.2 830403 212500 2
11798.3 1436.4 50642.2 830403 212600 2
11805.8 1440.1 50637.3 830403 212700 2
11797.0 1440.0 50632.4 830403 212800 2
11803.8 1442.0 50627.5 830403 212900 2
11802.8 1435.8 50626.5 830403 213000 2
11793.9 1436.5 50633.4 830403 213100 2
11803.6 1436.2 50629.5 830403 213200 2
11802.4 1432.0 50629.5 830403 213300 2
11800.4 1433.6 50633.4 830403 213400 2
11797.1 1432.0 50631.4 830403 213500 2
11800.2 1428.4 50621.6 830403 213600 2
11784.2 1430.1 50623.6 830403 213700 2
11780.1 1435.1 50615.7 830403 213800 2
11782.7 1435.2 50606.9 830403 213900 2
11785.0 1431.1 50600.1 830403 214000 2
11786.7 1438.4 50603.0 830403 214100 2
11765.5 1439.8 50603.0 830403 214200 2
11764.1 1443.6 50598.1 830403 214300 2
11759.2 1440.9 50592.2 830403 214400 2
11768.1 1440.1 50586.3 830403 214500 2
11779.8 1444.6 50582.4 830403 214600 2
11787.7 1444.6 50578.5 830403 214700 2
11778.9 1438.1 50579.5 830403 214800 2
11766.4 1439.3 50575.6 830403 214900 2
11755.6 1434.9 50570.7 830403 215000 2
11743.8 1430.4 50566.7 830403 215100 2
11747.2 1431.7 50560.9 830403 215200 2
11757.1 1429.9 50556.0 830403 215300 2
11748.7 1434.1 50560.9 830403 215400 2
11741.4 1435.9 50565.8 830403 215500 2
11739.3 1438.7 50570.7 830403 215600 2
11739.7 1442.7 50570.7 830403 215700 2
11751.0 1443.8 50570.7 830403 215800 2
11756.8 1446.1 50571.6 830403 215900 2
11742.8 1445.9 50572.6 830403 220000 2
11733.0 1447.7 50566.7 830403 220100 2
11726.4 1450.9 50556.9 830403 220200 2
11718.7 1456.9 50550.1 830403 220300 2
11712.2 1459.7 50541.3 830403 220400 2
11704.8 1463.1 50534.4 830403 220500 2
11697.3 1466.4 50530.5 830403 220600 2
11697.4 1465.8 50527.5 830403 220700 2
11690.9 1468.9 50523.6 830403 220800 2
11698.1 1474.4 50520.7 830403 220900 2
11706.7 1475.8 50518.7 830403 221000 2
11699.2 1472.1 50515.8 830403 221100 2
11705.7 1469.9 50512.8 830403 221200 2
11718.5 1465.4 50509.9 830403 221300 2
11719.5 1464.0 50517.7 830403 221400 2
11707.6 1468.3 50522.6 830403 221500 2
11717.2 1468.9 50524.6 830403 221600 2
11717.3 1468.3 50525.6 830403 221700 2
11707.6 1468.6 50530.5 830403 221800 2
11693.8 1473.6 50533.4 830403 221900 2
11691.5 1477.5 50528.5 830403 222000 2
11691.2 1479.9 50525.6 830403 222100 2
11691.1 1487.5 50522.6 830403 222200 2
11692.8 1488.6 50519.7 830403 222300 2
11690.8 1490.2 50516.8 830403 222400 2
11685.8 1488.4 50514.8 830403 222500 2
11689.1 1490.0 50510.9 830403 222600 2
11687.1 1485.2 50507.0 830403 222700 2
11684.1 1480.9 50501.1 830403 222800 2
11692.1 1473.3 50495.2 830403 222900 2
11696.5 1466.3 50493.2 830403 223000 2
11684.6 1463.0 50495.2 830403 223100 2
11679.6 1461.1 50495.2 830403 223200 2
11679.0 1465.6 50498.1 830403 223300 2
11692.2 1458.2 50499.1 830403 223400 2
11686.0 1451.9 50496.2 830403 223500 2
11678.7 1446.8 50502.1 830403 223600 2
11676.1 1439.5 50501.1 830403 223700 2
11668.5 1437.6 50498.1 830403 223800 2
11674.8 1436.3 50498.1 830403 223900 2
11670.0 1432.3 50503.0 830403 224000 2
11663.2 1430.6 50508.9 830403 224100 2
11658.8 1431.0 50517.7 830403 224200 2
11660.2 1433.3 50525.6 830403 224300 2
11663.5 1434.9 50531.5 830403 224400 2
11669.1 1432.8 50536.4 830403 224500 2
11676.4 1429.8 50540.3 830403 224600 2
11669.3 1430.4 50546.2 830403 224700 2
11669.9 1432.9 50552.0 830403 224800 2
11674.8 1435.7 50557.9 830403 224900 2
11678.0 1438.2 50563.8 830403 225000 2
11679.5 1440.5 50568.7 830403 225100 2
11677.5 1442.7 50572.6 830403 225200 2
11677.2 1445.4 50574.6 830403 225300 2
11675.9 1448.2 50571.6 830403 225400 2
11676.2 1452.8 50569.7 830403 225500 2
11684.9 1453.9 50567.7 830403 225600 2
11684.1 1452.9 50565.8 830403 225700 2
11679.4 1455.7 50563.8 830403 225800 2
11680.7 1459.5 50561.8 830403 225900 2
11675.1 1461.8 50560.9 830403 230000 2
11677.1 1466.9 50558.9 830403 230100 2
11673.7 1465.9 50557.9 830403 230200 2
11679.7 1467.2 50557.9 830403 230300 2
11676.8 1469.3 50556.9 830403 230400 2
11679.7 1467.2 50555.0 830403 230500 2
11689.4 1466.6 50553.0 830403 230600 2
11687.0 1465.1 50554.0 830403 230700 2
11685.4 1464.0 50557.9 830403 230800 2
11680.3 1462.4 50555.0 830403 230900 2
11668.6 1464.6 50552.0 830403 231000 2
11661.3 1459.8 50548.1 830403 231100 2
11654.2 1461.0 50542.2 830403 231200 2
11647.8 1462.9 50539.3 830403 231300 2
11641.8 1461.9 50536.4 830403 231400 2
11638.5 1459.9 50531.5 830403 231500 2
11605.9 1454.3 50526.6 830403 231600 2
11609.1 1456.9 50527.5 830403 231700 2
11615.9 1465.3 50525.6 830403 231800 2
11629.9 1458.6 50530.5 830403 231900 2
11632.2 1461.3 50537.3 830403 232000 2
11616.4 1461.4 50540.3 830403 232100 2
11603.9 1463.1 50531.5 830403 232200 2
11604.0 1469.2 50523.6 830403 232300 2
11613.7 1461.7 50522.6 830403 232400 2
11623.8 1458.4 50527.5 830403 232500 2
11630.7 1459.0 50532.4 830403 232600 2
11624.1 1462.7 50537.3 830403 232700 2
11608.7 1466.8 50542.2 830403 232800 2
11603.8 1470.7 50546.2 830403 232900 2
11613.9 1474.1 50551.1 830403 233000 2
11630.4 1468.9 50556.0 830403 233100 2
11650.6 1461.2 50561.8 830403 233200 2
11652.2 1448.9 50569.7 830403 233300 2
11658.6 1453.4 50577.5 830403 233400 2
11667.8 1443.3 50585.4 830403 233500 2
11652.7 1444.5 50589.3 830403 233600 2
11638.3 1447.2 50584.4 830403 233700 2
11641.9 1446.7 50580.5 830403 233800 2
11646.0 1442.1 50582.4 830403 233900 2
11645.4 1439.6 50584.4 830403 234000 2
11648.6 1435.2 50580.5 830403 234100 2
11642.1 1438.3 50584.4 830403 234200 2
11637.9 1436.6 50582.4 830403 234300 2
11635.7 1439.9 50580.5 830403 234400 2
11629.9 1437.4 50578.5 830403 234500 2
11627.8 1440.5 50576.5 830403 234600 2
11621.3 1443.3 50582.4 830403 234700 2
11628.3 1443.5 50579.5 830403 234800 2
11619.1 1439.7 50567.7 830403 234900 2
11622.1 1444.0 50570.7 830403 235000 2
11629.0 1445.1 50564.8 830403 235100 2
11632.8 1449.2 50559.9 830403 235200 2
11641.6 1441.9 50552.0 830403 235300 2
11647.2 1446.2 50550.1 830403 235400 2
11641.4 1450.6 50549.1 830403 235500 2
11634.7 1455.5 50548.1 830403 235600 2
11631.8 1464.8 50542.2 830403 235700 2
11633.7 1470.5 50534.4 830403 235800 2
11635.8 1460.8 50527.5 830403 235900 2


Reproducible: Always

Actual Results:
remove first empty mark from line and leave the first value untouch, remove
rest of the line and but the value, what is left to array.

Expected Results:
Firefox announce that there is too many recursion

countinue to the end of data
number of these data value change a lot, generally upwards.
I can do it by netscape 7.0x and 8.1
